Accession Number	Subject	Title	Author	Scribe	Date of the work	Date of the Ms.	Place of the work	Place of the Ms.	Size	Extent	Language	Script	Remarks	Observations
SDPB0152	Grammar	परिभाषेन्दुशेखर	नागोजी भट्ट	विश्वनाथ					10.2"x4"	50	Sanskrit	Devanagari	Complete.	
SDPB0153	Grammar	प्रौढमनोरमा लघुशब्दरत्न	हरि दीक्षित						10"x4.5"	39	Sanskrit	Devanagari	Complete. Begins abruptly. See manuscript no. 151.	
SDPB0154	Grammar	विभक्त्यर्थ	श्रीकृष्ण भट्ट						10.1"x3.9"	47	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0155	Grammar	परिभाषेन्दुशेखरकारिका	वैद्यनाथ			V.S. 1869			10.5"x4"	218	Sanskrit	Devanagari	Complete. See manuscript no. 152.	
SDPB0156	Grammar	रुण्डमाला (सदस्थिमाला)	वैद्यनाथ			V.S. 1915			9.8"x4.3"	175	Sanskrit	Devanagari	Incomplete. Folios  42 and 112 are missing. Ends abruptly.	
SDPB0157	Grammar	दोषोद्धार				V.S. 1913			10.3"x4"	94	Sanskrit	Devanagari	Complete. Folio number 7  seen twice. Seems to be stone printed.	
SDPB0158	Grammar	त्रिपथगा (परिभाषेन्दुशेखरटीका)	राघवेन्द्राचार्य	जीतशङ्कर					10.2"x4.1"	50	Sanskrit	Devanagari	Complete.	
SDPB0159	Grammar	परिभाषार्थमञ्जरी (परिभाषेन्दुशेखरटीका)	भीमसेन						10.4"x3.9"	109	Sanskrit	Devanagari	Complete.	
SDPB0160	Grammar	लघुशब्दरत्न							9.5"x4.4"	44	Sanskrit	Devanagari	Incomplete. Folios 29 and 34 are missing. 31, 33, 34 are numbered on double folios.	
SDPB0161	Vedanta	पञ्चीकरणविवरण	शङ्कर भगवत्			V.S. 1688			9.2"x4.3"	15	Sanskrit	Devanagari	Complete.	Name of commentator is not clearly mentioned.
SDPB0162	Vedanta	गौडपादकारिका भाष्यसहिता	शङ्कर			V.S. 1857		शूलकण्टकेश्वर	9.5"x4.2"	83	Sanskrit	Devanagari	Complete. Folios 5, 7, 9, 13, 15 are missing.	
SDPB0163	Nyaya	एवकारवाद (?)							10.3"x4.5"	10	Sanskrit	Devanagari	Incomplete. Ends abruptly.	Subject not specified on information slip. Subject inferred to be Nyaya based on the words like व्यवच्छेदक etc. occurring frequently in manuscript.
SDPB0164	Dharmashastra	यतिधर्मसङ्ग्रह	विश्वेश्वर						9.5"x4"	1	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0165	Vedanta	बह्वृचब्राह्मणोपनिषद्भाष्य, ऐतरेयोपनिषद्भाष्य	शङ्कर						9.3"x3.9"	14	Sanskrit	Devanagari	Complete.	
SDPB0166	Vedanta	माण्डुक्योपनिषद्भाष्य	शङ्कर						9.5"x4.1"	8	Sanskrit	Devanagari	Complete.	
SDPB0167	Vedanta	उत्तरगीता							9.3"x4.1"	18	Sanskrit	Devanagari	Complete.	
SDPB0168	Nyaya	तर्कसङ्ग्रहदीपिकाप्रकाश	नीलकण्ठ						11"x5.2"	65	Sanskrit	Devanagari	Complete.	
SDPB0169	Nyaya	तर्कसङ्ग्रहदीपिका	अन्नम्भट्ट	त्रवाडी भाणजी		V.S. 1785			10.3"x4.5"	19	Sanskrit	Devanagari	Incomplete. Folios 14 to 18 are missing. Perhaps it keeps continuity.	
SDPB0170	Nyaya	तर्कसङ्ग्रह	अन्नम्भट्ट	जीवन					9.7"x3.8"	8	Sanskrit	Devanagari	Complete.	
SDPB0171	Nyaya	तर्कसङ्ग्रहदीपिका	अन्नम्भट्ट	शिवभद्र					9.3"x4.5"	27	Sanskrit	Devanagari	Complete. See no. 169.	
SDPB0172	Nyaya	तर्कपरिभाषा	केशवमिश्र			V.S. 1521			10"x4.5"	24	Sanskrit	Devanagari		
SDPB0173	Nyaya	तर्कप्रकाश							8"x4.3"	96	Sanskrit	Devanagari	Incomplete. No. 17 is written twice. Folios  68, 69 are missing. Ends abruptly.	
SDPB0174	Vedanta	त्रिशतीभाष्य	शङ्कर			shaka 1713			13"x4.1"	42	Sanskrit	Devanagari	Complete.	
SDPB0175	Dharmashastra	धर्मसिन्धुसार	काशिनाथ उपाध्याय			shaka 1767		मुम्बई	12"x4.2"	10+28+76+159+110=381	Sanskrit	Devanagari	Incomplete. Manuscript starts from page 157. Folios 17-20 are missing. Seems to be stone printed.	
SDPB0176	Tantra	शारदातिलकटीका (पदार्थादर्श)	राघव						10"x5"	455	Sanskrit	Devanagari	Incomplete. Ends abruptly. Folios  no. 141, 245-269 are missing.	
SDPB0177	Tantra	शारदातिलक							9.3"x4.5"	23	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0178	Tantra	शारदातिलकटीका (पदार्थादर्श पटल ४,५,१२,१४)	राघव	जगन्नाथ		V.S. 1794			9.5"x5.5"	31+13+6+7=57	Sanskrit	Devanagari	Incompletely. Folios  1 is missing. Begins abruptly. See manuscript no. 176.	
SDPB0179	Tantra	शारदातिलक		नारायण		V.S. 1557		स्तम्भतीर्थ	11.3"x4"	154	Sanskrit	Devanagari	Folios  1, 14-17, 61, 62, 99 are missing.	
SDPB0180	Ritual	पञ्चसूत्रनिर्णय, पार्थिवपूजा							6.5"x4.2"	3	Sanskrit	Devanagari	Incomplete (?) Perhaps the Ms. ends abruptly.	
SDPB0181	Tantra	चलार्चास्थापनविधि	बौधायन	रमाशङ्कर		V.S.1966 or 1866			6.7"x4"	12	Sanskrit	Devanagari	Complete.	
SDPB0182	Tantra Ritual	शतचण्डी-सहस्रचण्डी, वास्तुमण्डप							6.3"x4.2"	29	Sanskrit	Devanagari	Complete. Ends abruptly?	
SDPB0183	Tantra	नागविधान							7"x4.3"	8	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0184	(Tantric?) Ritual	दशरथललितापूजन							7"x4.3"	16	Sanskrit	Devanagari	Complete. Ends abruptly?	
SDPB0185	Tantra Ritual	स्थण्डिलवेदिविचार (रुद्रकल्पद्रुम)							6.7"x4.2"	3	Sanskrit	Devanagari	Complete.	
SDPB0186	Dharmashastra Ritual	बौद्धी यात्राविधि							6.8"x4"	42	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0187	Tantra Ritual	रुद्रपूजा (रूद्रविधान)		रमाशङ्कर					6.7"x4"	12	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0188	Tantra Ritual	यन्त्रप्रतिष्ठा				V.S. 1858			6.6"x4"	5	Sanskrit	Devanagari	Complete.	
SDPB0189	Vedic	ऋषिदेवतानामनुक्रमणी							6.5"x4.2"	4	Sanskrit	Devanagari	Complete.	
SDPB0190	Tantra	नवग्रहमखप्रयोग, लघुशौनकी							7.2"x4.1"	33	Sanskrit	Devanagari	Complete.	
SDPB0191	Dharmashastra Ritual	वास्तुदेवतास्थापन				V.S. 1878			6.5"x4.2"	8	Sanskrit	Devanagari	Complete.	
SDPB0192	Vedic Ritual	कुण्डपूजा		रमाशङ्कर		V.S. 1872(1873?)			6.5"x4.2"	10	Sanskrit	Devanagari	Complete.	
SDPB0193	Kavya	शार्ङ्गधरपद्धति	शार्ङ्गधर						11.5"x5"	79	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0194	Grammar	परिभाषाभास्कर	भास्कर						8.1"x5.1"	16	Sanskrit	Devanagari	Complete.	
SDPB0195	Purana	भागवत भागवतभावार्थदीपिकासहित (स्कन्ध १)	व्यास						11"x5""	124	Sanskrit	Devanagari	Complete.	
SDPB0196	Nyaya	न्यायग्रन्थ (शिरोमणिमूलग्रन्थ?)							10"x4.5"	15	Sanskrit	Devanagari	Incomplete. Folio 2 is missing. Ends abruptly.	
SDPB0197	Vedic Ritual	शरभमन्त्रन्यासविधि							10.1"x5.6"	3	Sanskrit	Devanagari	Complete. Folios  Are extremely torn.	Check the remark from manuscript. Not very legible.
SDPB0198	(Purana?) Ritual	दूर्वाष्टमीव्रत							10"x5"	2	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0199	Dharmashastra Ritual	गोसंवर्धनमनोत्सव? (निर्णय)	नारायण ?						9.9"x5.4"	6	Sanskrit	Devanagari	Seems to be complete.	
SDPB0200	Grammar	प्रौढमनोरमा							9.3"x4.7"	2	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0201	Dharmashastra	परमहंससन्न्यासविधि							9"x5"	8	Sanskrit	Devanagari	Incomplete. Begins abruptly. Folios 1-4 are missing.	
SDPB0202	Grammar	व्याकरणग्रन्थ							9"x5.1"	3	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0203	Stotra	विष्णुमहिम्नस्तोत्र							7.8"x4.7"	4	Sanskrit	Devanagari	Incomplete. Begins abruptly. Folios 1-7 are missing.	
SDPB0204	Vedic Literature	श्रीधरीयश्रुतिव्याख्या	रघुनाथ						9"x5.1"	32	Sanskrit	Devanagari	Incomplete. Ends abruptly.	Subject changed from Purana to Vedic literature.
SDPB0205	Grammar	धातुपाठ		रामकृष्ण		V.S. 1741		काशी	10.8"x4.6"	14	Sanskrit	Devanagari	Complete.	
SDPB0206	Dharmashastra	धर्मशास्त्रग्रन्थ		रणछोड		V.S. 1875, shaka 1733		प्रयाग	7.5"x4.3"	9	Sanskrit	Devanagari	Some rituals to be followed by yatis.	
SDPB0207	Vedic (tantric?) Ritual	मन्त्रमहोदधि (प्रथमतरङ्ग)	महीधर						9"x4.8"	14	Sanskrit	Devanagari	Complete.	
SDPB0208	?	अमरार्थविवेचन	एकनाथ						9.9"x3.9"		Sanskrit	Devanagari	Seems to be ending abruptly.	Recheck the Remarks column. Very illegible.
SDPB0209	Tantra Ritual	रुद्रकलशस्नानपद्धति	नारायण			पित्रकेब्दे?			7.2"x4.5"	5	Sanskrit	Devanagari	Complete.	
SDPB0210	Dharmashastra Ritual	व्यासपूजा	शङ्कर						7.7"x4.5"	5	Sanskrit	Devanagari	Complete.	
SDPB0211	Jyotisha	पाशकावली	गर्ग			V.S. 1667			8.1"x3"	14	Sanskrit	Devanagari	Folio 3 is missing.	
SDPB0212	Vedic Ritual	एकादशप्रकारैरिन्द्रश्रेष्ठानि		रामकृष्ण		V.S. 1758		सूरत	10"x3.1"	6	Sanskrit	Devanagari	Complete.	
SDPB0213	Vedanta	प्रश्नोत्तररत्नमालिका	शङ्कर						10.5"x4.5"	2	Sanskrit	Devanagari	Complete.	
SDPB0214	Dharmashastra	दुहितुर्धनग्रहणाधिकारनिर्णय (मिताक्षरोपरि सुबोधिन्याम्)	विश्वेश्वर	लक्ष्मीधर					7.2"x4.6"	10	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0215	Rhetorics	अलङ्कारग्रन्थ							6"x2.5"	26	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0216	Purana	व्यतिपातव्रत							7.7"x4.4"	5	Sanskrit	Devanagari	Complete. From वराहपुराण.	
SDPB0217	Tantra	बटुकभैरवपञ्जर							7.7x4.5"	4	Sanskrit	Devanagari	Complete.	
SDPB0218	Tantra	बालासहस्रनामस्तोत्र							7.3"x3.4"	10	Sanskrit	Devanagari	Incomplete. Folios 4 and 5 are missing.	
SDPB0219	Tantra	चण्डीपूजाविधि				V.S. 1865			7.5"x4.5"	14	Sanskrit	Devanagari	Complete.	
SDPB0220	Tantra	बटुकभैरवस्तोत्र							6.5"x4.2"	14	Sanskrit	Devanagari	Incomplete. Folio 3 is missing.	
SDPB0221	Stotra	अपराधस्तोत्र	शङ्कर	कृपाशङ्कर		V.S. 1870			4.7"x4.7"	6	Sanskrit	Devanagari	Complete.	
SDPB0222	Tantra	रामकवच	विश्वामित्र			V.S. 1897			6"x4.1"	5	Sanskrit	Devanagari	Complete.	
SDPB0223	Tantra	रामकवच	विश्वामित्र						6.3"x4"	5	Sanskrit	Devanagari	Complete.	
SDPB0224	Rhetorics	रसमञ्जरी	भानु						6.5"x4"	8	Sanskrit	Devanagari	Manuscript ends abruptly.	
SDPB0225	Yoga	गोर्षबोध				V.S. 1823			7.9"x4"	21	Old Gujarati?	Devanagari	Complete.	
SDPB0226A	Purana	भागवत (दशमस्कन्ध, २९ अध्याय)							7"x4"	10	Sanskrit	Devanagari	Incomplete. Ends abruptly. Bookish in form.	As there are items pertaining to different language and different genres, they are separated out into A to D subsets.
SDPB0226B	Purana	कृष्णसनेहलीला							7"x4"	58	Old Gujarati	Devanagari	Incomplete. Folios 1-46 are missing. Begins abruptly. Bookish in form.	As there are items pertaining to different language and different genres, they are separated out into A to D subsets.
SDPB0226C	Philosophy	सप्तश्लोकीगीता							7"x4"	2	Sanskrit	Devanagari	Complete.	As there are items pertaining to different language and different genres, they are separated out into A to D subsets.
SDPB0226D	Tantra	गोपालस्तवराज							7"x4"	6	Sanskrit	Devanagari	Complete.	As there are items pertaining to different language and different genres, they are separated out into A to D subsets.
SDPB0227	Jyotisha	ज्योतिषग्रन्थ							7.1"x4.5"	3	Sanskrit	Devanagari	Begins and ends abruptly. 3 folios (17-19).  Folios on उपाकरण, उत्सर्जन, सङ्क्रान्तिकालनिर्णय.	
SDPB0228	Tantra Ritual	तन्त्रग्रन्थ							7.3"x4.4"	7	Sanskrit	Devanagari	Seems complete.	
SDPB0229	Dharmashastra	दशाहनित्यपिण्डकारिका							6"x3.4"	7	Sanskrit	Devanagari	Incomplete. Folios  5, 6 are missing.	
SDPB0230	Stotra	भवानीभुजङ्गप्रयातस्तोत्र	शङ्कर			V.S. 1745, shaka 1611			5.2"x2.6"	6	Sanskrit	Devanagari	Folios 1, 3 ae missing. Begins abruptly.	
SDPB0231	Stotra	a. सदाशिवस्तोत्र, b. त्रिपुरास्तोत्र	a. मनुजेदा भट्ट						6.2"x4"	13	Sanskrit	Devanagari	Begins abruptly. Folios 1 to 8 are missing.	
SDPB0232	Veda	वैदिकग्रन्थ							10.1"x3.1"	7	Sanskrit	Devanagari	First folio 1 is missing. Begins and ends abruptly.	
SDPB0233	Purana Ritual?	पीठपूजन							11.2"x4.3"	2	Sanskrit	Devanagari	Complete.	
SDPB0234	Tantra	गोपालकृष्णमहामन्त्र							4.4"x9.9"	2	Sanskrit	Devanagari	Complete.	
SDPB0235	Purana	a. सप्तश्लोकीगीता, b. गरुडध्यान							11"x4.8"	1	Sanskrit	Devanagari	Complete.	
SDPB0236	Vedic Ritual	विष्णुयागप्रयोग							11.4"x6.5"	13	Sanskrit	Devanagari	Complete. See manuscript 237. There is one more manuscript of the same work.	
SDPB0237	Vedic Ritual	विष्णुयागप्रयोग	अनन्त देव	दिनमणिशङ्कर		V.S. 1876			11.3"x6.5"	31	Sanskrit	Devanagari	Complete. Folios  1 to 3 are missing. See manuscript 236. Not possible to join in the manuscript no. 236.	
SDPB0238	Vedanta	छान्दोग्योपनिषद्भाष्य	शङ्कर						10.3"x6.5"	91	Sanskrit	Devanagari	Complete upto 5th प्रपाठक.	
SDPB0239	Vedanta	छान्दोग्योपनिषद्भाष्य (प्रपाठक 6८)	शङ्कर			V.S. 1737			10.5"x6.5"	69	Sanskrit	Devanagari	Begins abruptly.	
SDPB0240	Veda	माधवीयवेदार्थप्रकाश, कनकभाष्य (यजुर्वेदसंहिताभाष्य) काण्ड ४, प्रपाठक ५.	सायणाचार्य	करुणाशङ्कर		V.S. 1813			11.8"x6.7"	47	Sanskrit	Devanagari	Complete.	
SDPB0241A	Purana Ritual	शिवलिङ्गप्रतिष्ठा							11.8"x6.7"	6	Sanskrit	Devanagari	Complete.	There are two subjects i.e. Purana Ritual and Tantra Ritual. So kept two separate entries.
SDPB0241B	Tantra Ritual	पञ्चाक्षरमन्त्र							11.8"x6.7"	6	Sanskrit	Devanagari	Complete.	There are two subjects i.e. Purana Ritual and Tantra Ritual. So kept two separate entries.
SDPB0242	Tantra Ritual	रुद्रविधान							11.7"x6.2"	5	Sanskrit	Devanagari	Complete.	
SDPB0243	Tantra Ritual	महारुद्रविधि							11.8"x6,7"	27	Sanskrit	Devanagari	Complete.	
SDPB0244	Tantra Ritual	शतचण्डीविधान				V.S. 1796			11.8"x6.7"	16	Sanskrit	Devanagari	Complete.	
SDPB0245	Purana	गणेशसहस्रनाम				V.S. 1796		सूरत	11.8"x6.8"	6	Sanskrit	Devanagari	Complete. From गणेशपुराण.	
SDPB0246	Purana	नाम्नां शतत्रय							9.8"x5.4"	6	Sanskrit	Devanagari	Complete. From ब्रह्माण्डपुराण.	
SDPB0247	Purana	ललितादेवीरहस्यसहस्रनामस्तोत्र							9.5"x5.9"	23	Sanskrit	Devanagari	Complete. From ब्रह्माण्डपुराण.	
SDPB0248	Stotra	देवीस्तुति (शीलप्रिया?)							9.2"x4.1"	2	Sanskrit	Devanagari	Complete.	Check the name of Devi. It seems odd.
SDPB0249	Tantra	सौभाग्यरत्नाकर	श्रीविद्यानन्दनाथ	जीवराम पण्ड्या		V.S. 1920	प्रयाग		10.2"x4.6"	18+311=329	Sanskrit	Devanagari	Complete.	
SDPB0250	Tantra Ritual	सिद्धिभैरवमन्त्रविधि, अन्यविधयः							11.1"x4.1"	6	Sanskrit	Devanagari	Complete. Rituals about सिद्धिभैरवमन्त्र and others.	
SDPB0251	Tantra	श्रीचक्र							9.8"x5.8"	2	Sanskrit	Devanagari	Complete. श्रीचक्र, its figure and ritual.	
SDPB0252	Puranic? Philosophy	विद्याटीका	अगस्त्य						9.7"x5.6"	5	Sanskrit	Devanagari		
SDPB0253	Dharmashastra (Puranic?) Ritual	विद्यापद्धति							9.5"x4.5"	4	Sanskrit	Devanagari	Complete.	
SDPB0254	Tantra (Puranokta) Ritual	श्रीचक्रार्चनस्तोत्र							10"x5.5"	5	Sanskrit	Devanagari	Complete.	
SDPB0255	Purana	श्रीपुरवर्णनसप्ताध्यायी		शिवशर्मन्					9.5"x5.5"	24	Sanskrit	Devanagari	Complete. From ब्रह्माण्डपुराण.	
SDPB0256	Stotra	श्रीचक्रार्चनस्तोत्र, श्रीपुरार्चन				V.S. 1841			5.3"x3"	15	Sanskrit	Devanagari	Complete.	
SDPB0257	Dharmashastra Ritual	नामपारायण	स्वयम्प्रकाशानन्द						8.6"x6"	17	Sanskrit	Devanagari	Complete.	
SDPB0258	Architecture	कुण्डोद्योत	शङ्कर भट्ट				काशी		10.3"x4.7"	19	Sanskrit	Devanagari	Complete.	
SDPB0259	Dharmashastra	भगवन्तभास्कर (प्रतिष्ठामयूख)	नीलकण्ठ						10.6"x5"	44	Sanskrit	Devanagari	Complete.	
SDPB0260	Architecture	पद्मकुण्डप्रकार		दिनमणिशङ्कर		V.S. 1877			11"x5.6"	6	Sanskrit	Devanagari	Complete. From कुण्डतत्त्वप्रदीप.	
SDPB0261	Tantra	शिवकवच							11.1"x4.2"	8	Sanskrit	Devanagari	Complete.	
SDPB0262	Tantra	चित्रसेनादिमन्त्र							9.8"x4.5"	1	Sanskrit	Devanagari	Complete.	
SDPB0263	Tantra	विश्वावसुमन्त्र							9.8"x4.5"	1	Sanskrit	Devanagari	Complete.	
SDPB0264	Purana Ritual	महालक्ष्मीपूजन							9.8"x4.3"	2	Sanskrit	Devanagari	Ends abruptly.	
SDPB0265	Grammar	पद्वाक्यरत्नाकर	गोकुलनाथ							40	Sanskrit	Devanagari	Incomplete.	Size of folio not mentioned. Check with manuscript.
SDPB0266	Dharmashastra	दायभाग	प्रतापरुद्र?							66	Sanskrit	Devanagari	Incomplete.	Size of folio not mentioned. Check with Ms.
SDPB0267	Purana	मन्त्रभागवतव्याख्या	नीलकण्ठ			V.S. 1744			11.1"x4.5"	40	Sanskrit	Devanagari		
SDPB0268	Grammar	शब्दार्थसारमञ्जरी	भवानन्द सिद्धान्तवागीश			V.S. 1782			10.1"x3.7"	15	Sanskrit	Devanagari	Complete.	Checked the manuscript. Work seems to be explanation of certain words like एव, च, तथा etc.
SDPB0269	Tantra	षोडश नित्य तन्त्र							9.9"x5.5"	98	Sanskrit	Devanagari	Incomplete.	
SDPB0270	Grammar	चित्प्रमा							11.5"x4.3"	82	Sanskrit	Devanagari	Incomplete.	
SDPB0271	Stotra	शैवापामार्जनस्तोत्र	दुर्वासस्						7.6"x4.5"	7	Sanskrit	Devanagari		Category is not specified. Inferred according to name.
SDPB0272	Shrauta Ritual	सप्तर्षिपूजनादिकर्म							10.2"x4.5"	21	Sanskrit	Devanagari		
SDPB0273	Rhetorics	काव्यप्रकाश	मम्मट						10.6"x4.8"	110	Sanskrit	Devanagari		Category was wrongly identified as Grammar.
SDPB0274	Nataka	महावीरचरित	भवभूति							61	Sanskrit	Devanagari		Size not mentioned. No remarks. Check with the manuscript.
SDPB0275	Tantra Ritual	आश्लेषाशान्ति		भद्रशङ्कर		V.S. 1861		सूरत	10"x4.5"	5	Sanskrit	Devanagari		
SDPB0276	Tantra Ritual	शतचण्डीविधान							9.6"x4.5"	34	Sanskrit	Devanagari	Incomplete.	
SDPB0277	Vedic Literature	तैत्तिरीयोपनिषद् (आनन्दवल्ली)							9.8"x4.5"	4	Sanskrit	Devanagari	आनन्दवल्ली only.	
SDPB0278	Lexicography	अमरकोषटीका	भट्टोजी दीक्षित						8.7"x4.5"	9	Sanskrit	Devanagari		Category is not specified. Inferred according to name.
SDPB0279	Prosody	वृत्तरत्नाकरटीका							8.3"x4.6"	15	Sanskrit	Devanagari		
SDPB0280	Dharmashastra	मूलशान्ति	दयाशङ्कर	भट्ट नीलकण्ठ		V.S. 1801			7.9"x4.3"	23	Sanskrit	Devanagari		
SDPB0281	Tantra Ritual	कुमारीपूजनविधि	भार्गव						9.7"x4.5"	4	Sanskrit	Devanagari		
SDPB0282	Tantra Ritual	वटसावित्रीव्रत	पाण्डुनन्दन						9.6"x4.4"	16	Sanskrit	Devanagari		
SDPB0283	Purana	तपत्याः नामानि							9.7"x4.6"	2	Sanskrit	Devanagari		Category not mentioned. Enlisted as Purana.
SDPB0284	Tantra Ritual	सोमवारव्रतोद्यापनविधि	द्यूतराज						9."x4.4"	3	Sanskrit	Devanagari		
SDPB0285	Dharmashastra	आराधनप्रयोग							9.7"x4.5"	3	Sanskrit	Devanagari		
SDPB0286	Dharmashastra	गुरुस्नानमण्डपविधि							9.7"x4.4"	12	Sanskrit	Devanagari		
SDPB0287	Purana Ritual	सोमवारव्रतप्रयोग							9.7"x4.4"	2	Sanskrit	Devanagari		
SDPB0288	Grammar	व्याकरणग्रन्थ							9.5"x4.2"	3	Sanskrit	Devanagari	Incomplete.	
SDPB0289	Stotra	शतचण्डीसङ्कल्प							9.7"x4.5"	१	Sanskrit	Devanagari		
SDPB0290	Stotra	षडक्षरावरण							11.11"x4.1"	1	Sanskrit	Devanagari		
SDPB0291	Purana	महाध्वजारोपप्रकार	कमलाकर भट्ट						9.7"x4.4"	4	Sanskrit	Devanagari	Incomplete.	
SDPB0292	Purana	शिवपार्वतीपूजाविधि	नीलकण्ठ						9.7"x4.5"	7	Sanskrit	Devanagari		
SDPB0293	Dharmashastra	ध्वजस्थापनविधि							9.7"x4.4"	4	Sanskrit	Devanagari	Incomplete.	
SDPB0294	Purvamimamsa	भाट्टदीपिका	खण्डदेव			V.S. 1848			10"x4.3"	39	Sanskrit	Devanagari		
SDPB0295	Purvamimamsa	भाट्टदीपिका	खण्डदेव			V.S. 1849			10"x4.4"	50	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0296	Purvamimamsa	भाट्टदीपिका	खण्डदेव						20"x4.4"	75	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0297	Purvamimamsa	भाट्टदीपिका	खण्डदेव			V.S. 1848			10"x4.4"	98	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0298	Purvamimamsa	भाट्टदीपिका	खण्डदेव						10"x4.3"	21	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0299	Purvamimamsa	भाट्टदीपिका	खण्डदेव						10"x4.8"	22	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0300	Purvamimamsa	भाट्टदीपिका	खण्डदेव						10"x4.4"	79	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0301	Purvamimamsa	भाट्टदीपिका	खण्डदेव			V.S. 1755			10"x4.4"	44	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0302	Purvamimamsa	भाट्टदीपिका	खण्डदेव						10"x4.3"	48	Sanskrit	Devanagari		Category not mentioned. Inferred from previous entry.
SDPB0303	Stotra	कनकधारास्तोत्र	शङ्कराचार्य						7.5"x4.2"	3	Sanskrit	Devanagari		
